,Output
7837,730.0605589
7838,486.5915855
7839,220.4013042
7840,6.37304976
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0.18472608
7856,270.8084333
7857,1061.205148
7858,1909.975304
7859,2710.924496
7860,2947.235334
7861,2407.350275
7862,1610.349602
7863,515.2703094
7864,9.3517578
7865,0
7866,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,0
7877,0
7878,0
7879,0.02309076
7880,200.2661615
7881,805.2209827
7882,1136.2963
7883,1075.821599
7884,1175.342775
7885,1529.76285
7886,1467.233072
7887,638.8751477
7888,9.28248552
7889,0
7890,0
7891,0
7892,0
7893,0
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,0
7901,0
7902,0
7903,0
7904,113.8605376
7905,404.573206
7906,923.7689446
7907,2096.109921
7908,3035.442037
7909,4512.41941
7910,2886.64518
7911,766.0821445
7912,9.65193768
7913,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,0
7927,0
7928,370.2141551
7929,1328.342151
7930,2588.612741
7931,3257.528967
7932,3443.54813
7933,2777.125705
7934,1412.900514
7935,513.3306856
7936,3.2327064
7937,0
7938,0
7939,0
7940,0
7941,0
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,273.9487766
7953,1364.77937
7954,2560.488195
7955,3191.37394
7956,2850.946865
7957,2139.820729
7958,1335.246288
7959,445.9056664
7960,3.20961564
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,304.313126
7977,1180.630559
7978,1965.993488
7979,2552.083158
7980,2962.452145
7981,4846.588889
7982,3293.412008
7983,1093.393668
7984,4.80287808
7985,0
7986,0
7987,0
7988,0
7989,0
7990,0
7991,0
7992,0
7993,0
7994,0
7995,0
7996,0
7997,0
7998,0
7999,0
8000,414.1327806
8001,1602.129292
8002,2669.245674
8003,3137.110654
8004,4424.766885
8005,3967.939289
8006,3011.681645
8007,941.525739
8008,2.86325424
8009,0
8010,0
8011,0
8012,0
8013,0
8014,0
8015,0
8016,0
8017,0
8018,0
8019,0
8020,0
8021,0
8022,0
8023,0
8024,341.165979
8025,1279.043378
8026,3086.195528
8027,4771.567009
8028,5478.051902
8029,4655.281942
8030,2919.918965
8031,946.72116
8032,1.8472608
8033,0
8034,0
8035,0
8036,0
8037,0
8038,0
8039,0
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,479.13327
8049,2161.318227
8050,3194.029377
8051,4593.444887
8052,4878.754317
8053,4348.913738
8054,2644.861832
8055,726.2274928
8056,0.85435812
8057,0
8058,0
8059,0
8060,0
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,0
8071,0
8072,169.9710844
8073,917.188078
8074,2153.744457
8075,3961.335332
8076,5322.235454
8077,4833.334792
8078,3123.995102
8079,950.277137
8080,0.62345052
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,0
8089,0
8090,0
8091,0
8092,0
8093,0
8094,0
8095,0
8096,255.2914426
8097,983.7356483
8098,1833.544889
8099,2417.83348
8100,2442.402048
8101,2778.857512
8102,1888.154536
8103,494.6733515
8104,0.20781684
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,123.5586568
8121,654.6692275
8122,1322.592551
8123,1845.251904
8124,2496.734607
8125,2517.331564
8126,1631.269831
8127,426.3939742
8128,0.04618152
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,0
8141,0
8142,0
8143,0
8144,174.2197842
8145,1255.467712
8146,2140.351817
8147,2865.124592
8148,3550.643074
8149,3281.658811
8150,1698.764122
8151,423.7616275
8152,0
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,0
8161,0
8162,0
8163,0
8164,0
8165,0
8166,0
8167,0
8168,393.9745471
8169,1822.900048
8170,3861.213796
8171,4908.541398
8172,5210.822537
8173,4335.659642
8174,1828.234014
8175,333.6845728
8176,0
8177,0
8178,0
8179,0
8180,0
8181,0
8182,0
8183,0
8184,0
8185,0
8186,0
8187,0
8188,0
8189,0
8190,0
8191,0
8192,492.410457
8193,2379.456636
8194,3956.417
8195,4291.163748
8196,3631.045101
8197,2219.830213
8198,1230.18333
8199,363.7256515
8200,0
8201,0
8202,0
8203,0
8204,0
8205,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8214,0
8215,0
8216,414.1327806
8217,2419.95783
8218,4297.190436
8219,5404.16147
8220,5459.071298
8221,4555.114225
8222,2812.292933
8223,727.3820308
8224,0
8225,0
8226,0
8227,0
8228,0
8229,0
8230,0
8231,0
8232,0
8233,0
8234,0
8235,0
8236,0
8237,0
8238,0
8239,0
8240,175.8592282
8241,672.7492926
8242,745.1850067
8243,585.2353122
8244,478.3481842
8245,456.8045051
8246,312.6488904
8247,106.9333096
8248,0
8249,0
8250,0
8251,0
8252,0
8253,0
8254,0
8255,0
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,166.5074704
8265,1302.826861
8266,3145.700416
8267,3364.87791
8268,2358.236228
8269,1273.293779
8270,797.208489
8271,221.9714759
8272,0
8273,0
8274,0
8275,0
8276,0
8277,0
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,67.72519908
8289,347.1233951
8290,810.8089466
8291,913.4242841
8292,706.6927098
8293,622.0881652
8294,591.8854511
8295,248.6643944
8296,0
8297,0
8298,0
8299,0
8300,0
8301,0
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,272.1938789
8313,1766.558594
8314,3601.696745
8315,4606.491166
8316,4584.070038
8317,3794.573863
8318,2141.552536
8319,486.1066795
8320,0
8321,0
8322,0
8323,0
8324,0
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,336.9172792
8337,2091.53795
8338,3807.620142
8339,3941.662004
8340,3418.748653
8341,3366.309537
8342,2486.251401
8343,609.7807901
8344,0
8345,0
8346,0
8347,0
8348,0
8349,0
8350,0
8351,0
8352,0
8353,0
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,201.7439701
8361,1136.273209
8362,2218.883491
8363,2932.157068
8364,3317.334035
8365,2704.96708
8366,1756.052298
8367,374.070312
8368,0
8369,0
8370,0
8371,0
8372,0
8373,0
8374,0
8375,0
8376,0
8377,0
8378,0
8379,0
8380,0
8381,0
8382,0
8383,0
8384,168.9781817
8385,833.7149806
8386,1448.137013
8387,2001.137625
8388,2149.103215
8389,1785.88556
8390,1040.054012
8391,217.6996853
8392,0
8393,0
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,0
8406,0
8407,0
8408,67.97919744
8409,505.1565565
8410,1075.659964
8411,1529.878304
8412,1796.83058
8413,1315.549869
8414,802.4731823
8415,186.2500702
8416,0
8417,0
8418,0
8419,0
8420,0
8421,0
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,0
8431,0
8432,118.917414
8433,945.0124438
8434,1858.552182
8435,2454.801786
8436,2766.6425
8437,2561.458007
8438,1001.908076
8439,159.1646087
8440,0
8441,0
8442,0
8443,0
8444,0
8445,0
8446,0
8447,0
8448,0
8449,0
8450,0
8451,0
8452,0
8453,0
8454,0
8455,0
8456,42.46390764
8457,331.1907707
8458,1006.064413
8459,1641.314312
8460,1742.082388
8461,1029.016629
8462,345.2761343
8463,72.55116792
8464,0
8465,0
8466,0
8467,0
8468,0
8469,0
8470,0
8471,0
8472,0
8473,0
8474,0
8475,0
8476,0
8477,0
8478,0
8479,0
8480,105.0167765
8481,896.2216679
8482,1313.240793
8483,1688.119282
8484,2327.433154
8485,2287.878682
8486,1521.56563
8487,255.637804
8488,0
8489,0
8490,0
8491,0
8492,0
8493,0
8494,0
8495,0
8496,0
8497,0
8498,0
8499,0
8500,0
8501,0
8502,0
8503,0
8504,149.6281248
8505,1487.275852
8506,3257.782965
8507,3992.27695
8508,4182.521722
8509,2263.471749
8510,740.7746716
8511,128.1768088
8512,0
8513,0
8514,0
8515,0
8516,0
8517,0
8518,0
8519,0
8520,0
8521,0
8522,0
8523,0
8524,0
8525,0
8526,0
8527,0
8528,142.8394414
8529,1207.000207
8530,2336.761821
8531,3569.831496
8532,3833.135432
8533,2678.851431
8534,1307.606648
8535,322.9011878
8536,0
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,0
8544,0
8545,0
8546,0
8547,0
8548,0
8549,0
8550,0
8551,0
8552,266.1671905
8553,1603.237648
8554,2636.364432
8555,3370.627509
8556,4049.518944
8557,3569.231136
8558,1974.467797
8559,423.0919955
8560,0
8561,0
8562,0
8563,0
8564,0
8565,0
8566,0
8567,0
8568,0
8569,0
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8576,265.7977384
8577,1453.886613
8578,2700.302747
8579,3595.208241
8580,3995.232567
8581,3254.827348
8582,1831.974717
8583,314.3114251
8584,0
8585,0
8586,0
8587,0
8588,0
8589,0
8590,0
8591,0
8592,0
8593,0
8594,0
8595,0
8596,0
8597,0
8598,0
8599,0
8600,120.164315
8601,630.8857447
8602,1496.535246
8603,2090.521957
8604,2674.441095
8605,2893.456954
8606,2338.978534
8607,551.7537102
8608,0
8609,0
8610,0
8611,0
8612,0
8613,0
8614,0
8615,0
8616,0
8617,0
8618,0
8619,0
8620,0
8621,0
8622,0
8623,0
8624,45.3733434
8625,237.2113775
8626,572.9510279
8627,937.5079468
8628,1706.314801
8629,1643.346298
8630,1057.071902
8631,239.0355475
8632,0
8633,0
8634,0
8635,0
8636,0
8637,0
8638,0
8639,0
8640,0
8641,0
8642,0
8643,0
8644,0
8645,0
8646,0
8647,0
8648,136.1200302
8649,836.0933288
8650,1479.101723
8651,1981.672114
8652,1528.700675
8653,1118.770413
8654,630.7933817
8655,208.5095628
8656,0
8657,0
8658,0
8659,0
8660,0
8661,0
8662,0
8663,0
8664,0
8665,0
8666,0
8667,0
8668,0
8669,0
8670,0
8671,0
8672,144.2710685
8673,935.7992305
8674,1857.397644
8675,2113.358718
8676,2117.745963
8677,1937.684216
8678,1230.044785
8679,283.8778034
8680,0
8681,0
8682,0
8683,0
8684,0
8685,0
8686,0
8687,0
8688,0
8689,0
8690,0
8691,0
8692,0
8693,0
8694,0
8695,0
8696,211.0495464
8697,1312.432617
8698,2589.097647
8699,4029.799435
8700,4805.60279
8701,4353.254801
8702,2625.627229
8703,608.4646168
8704,0
8705,0
8706,0
8707,0
8708,0
8709,0
8710,0
8711,0
8712,0
8713,0
8714,0
8715,0
8716,0
8717,0
8718,0
8719,0
8720,114.5301696
8721,727.0125786
8722,2195.053827
8723,3861.952701
8724,5041.220905
8725,4408.233901
8726,2675.80345
8727,598.1199563
8728,0
8729,0
8730,0
8731,0
8732,0
8733,0
8734,0
8735,0
8736,0
8737,0
8738,0
8739,0
8740,0
8741,0
8742,0
8743,0
8744,91.9012248
8745,580.9866124
8746,1125.651459
8747,1626.744042
8748,1827.980015
8749,1314.926419
8750,720.6857104
8751,160.7347804
8752,0
8753,0
8754,0
8755,0
8756,0
8757,0
8758,0
8759,0
